"a_o","armas_medios","barrios_hecho","clasificaciones_delito","conducta","curso_de_vida","descripcion_conducta","dia","dia_semana","edad","estado_civil_persona","fecha_hecho","genero","latitud","longitud","mes","movil_agresor","movil_victima","nom_comuna","orden","zona"
"2013","ARMA DE FUEGO","LA CEMENTO","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","12","jueves","15","SOLTERO","2013-12-12T00:00:00.000","MASCULINO","7.170557382","-73.135108","12. diciembre","A PIE","A PIE","01. Norte","553","URBANA"
"2015","ARMA DE FUEGO","LA CEMENTO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","20","domingo","40","SOLTERO","2015-12-20T00:00:00.000","MASCULINO","7.156678572","-73.13032199","12. diciembre","PASAJERO MOTOCICLETA","A PIE","01. Norte","554","URBANA"
"2011","ARMA DE FUEGO","LA CONCORDIA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","29","domingo","26","SOLTERO","2011-05-29T00:00:00.000","MASCULINO","7.148103743","-73.12638987","05. mayo","A PIE","A PIE","06. La Concordia","555","URBANA"
"2011","ARMA DE FUEGO","LA CONCORDIA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","23","domingo","20","SOLTERO","2011-10-23T00:00:00.000","MASCULINO","7.148103743","-73.12638987","10. octubre","A PIE","A PIE","06. La Concordia","556","URBANA"
"2016","ARMA DE FUEGO","LA CONCORDIA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","30","sábado","25","SOLTERO","2016-01-30T00:00:00.000","MASCULINO","7.113839953","-73.11959771","01. enero","A PIE","A PIE","06. La Concordia","557","URBANA"
"2016","ARMA DE FUEGO","LA CONCORDIA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","17","sábado","24","UNION LIBRE","2016-09-17T00:00:00.000","MASCULINO","7.114835503","-73.11747957","09. septiembre","A PIE","A PIE","06. La Concordia","558","URBANA"
"2015","ARMA DE FUEGO","LA FERIA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","22","miércoles","40","CASADO","2015-04-22T00:00:00.000","MASCULINO","7.121031563","-73.13808194","04. abril","PASAJERO MOTOCICLETA","A PIE","04. Occidental","559","URBANA"
"2010","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","21","lunes","28","CASADO","2010-06-21T00:00:00.000","MASCULINO","7.154812438","-73.131358","06. junio","A PIE","A PIE","03. San Francisco","560","URBANA"
"2011","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","17","domingo","35","UNION LIBRE","2011-04-17T00:00:00.000","MASCULINO","7.154812438","-73.131358","04. abril","A PIE","A PIE","03. San Francisco","561","URBANA"
"2011","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","5","sábado","17","SOLTERO","2011-11-05T00:00:00.000","MASCULINO","7.154812438","-73.131358","11. noviembre","A PIE","A PIE","03. San Francisco","562","URBANA"
"2012","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","27","lunes","29","SOLTERO","2012-08-27T00:00:00.000","MASCULINO","7.154812438","-73.131358","08. agosto","A PIE","A PIE","03. San Francisco","563","URBANA"
"2013","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","25","viernes","26","UNION LIBRE","2013-01-25T00:00:00.000","MASCULINO","7.138509941","-73.121658","01. enero","A PIE","A PIE","03. San Francisco","564","URBANA"
"2013","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","15","lunes","14","SOLTERO","2013-04-15T00:00:00.000","MASCULINO","7.142580599","-73.128523","04. abril","A PIE","A PIE","03. San Francisco","565","URBANA"
"2013","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","18","sábado","16","SOLTERO","2013-05-18T00:00:00.000","MASCULINO","7.142580599","-73.128523","05. mayo","A PIE","A PIE","03. San Francisco","566","URBANA"
"2013","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","25","sábado","22","SOLTERO","2013-05-25T00:00:00.000","MASCULINO","7.142580599","-73.128523","05. mayo","A PIE","A PIE","03. San Francisco","567","URBANA"
"2013","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","12","sábado","20","SOLTERO","2013-10-12T00:00:00.000","MASCULINO","7.142580599","-73.128523","10. octubre","A PIE","A PIE","03. San Francisco","568","URBANA"
"2014","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","8","sábado","17","SOLTERO","2014-03-08T00:00:00.000","MASCULINO","7.141265827","-73.1271338","03. marzo","A PIE","A PIE","03. San Francisco","569","URBANA"
"2015","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","14","jueves","21","SOLTERO","2015-05-14T00:00:00.000","FEMENINO","7.142112977","-73.12438121","05. mayo","A PIE","A PIE","03. San Francisco","570","URBANA"
"2015","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","31","domingo","29","SOLTERO","2015-05-31T00:00:00.000","MASCULINO","7.142855506","-73.12189481","05. mayo","A PIE","A PIE","03. San Francisco","571","URBANA"
"2017","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","28","sábado","30","CASADO","2017-01-28T00:00:00.000","FEMENINO","7.142307258","-73.12574212","01. enero","A PIE","A PIE","03. San Francisco","572","URBANA"
"2017","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","22","martes","20","SOLTERO","2017-08-22T00:00:00.000","MASCULINO","7.14106069","-73.12518231","08. agosto","A PIE","A PIE","03. San Francisco","573","URBANA"
"2017","ARMA DE FUEGO","LA INDEPENDENCIA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","14","sábado","47","UNION LIBRE","2017-10-14T00:00:00.000","MASCULINO","7.140602645","-73.12953822","10. octubre","CONDUCTOR VEHICULO","A PIE","03. San Francisco","574","URBANA"
"2017","ARMA DE FUEGO","LA JOYA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","25","domingo","34","UNION LIBRE","2017-06-25T00:00:00.000","MASCULINO","7.11234586","-73.13721879","06. junio","A PIE","A PIE","05. García Rovira","575","URBANA"
"2010","ARMA DE FUEGO","LA JUVENTUD","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","3","domingo","17","SOLTERO","2010-10-03T00:00:00.000","MASCULINO","7.170557382","-73.135108","10. octubre","A PIE","A PIE","02. Nor Oriental","576","URBANA"
"2012","ARMA DE FUEGO","LA JUVENTUD","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","1","sábado","17","SOLTERO","2012-12-01T00:00:00.000","MASCULINO","7.144371","-73.128085","12. diciembre","A PIE","A PIE","02. Nor Oriental","577","URBANA"
"2013","ARMA DE FUEGO","LA JUVENTUD","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","20","domingo","19","SOLTERO","2013-10-20T00:00:00.000","MASCULINO","7.144371","-73.128085","10. octubre","A PIE","A PIE","02. Nor Oriental","578","URBANA"
"2014","ARMA DE FUEGO","LA JUVENTUD","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","3","sábado","37","UNION LIBRE","2014-05-03T00:00:00.000","MASCULINO","7.143799474","-73.12857146","05. mayo","A PIE","A PIE","02. Nor Oriental","579","URBANA"
"2014","ARMA DE FUEGO","LA JUVENTUD","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","24","miércoles","16","SOLTERO","2014-12-24T00:00:00.000","MASCULINO","7.144340561","-73.12902143","12. diciembre","A PIE","A PIE","02. Nor Oriental","580","URBANA"
"2014","ARMA DE FUEGO","LA JUVENTUD","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","24","miércoles","20","SOLTERO","2014-12-24T00:00:00.000","MASCULINO","7.144138295","-73.12799683","12. diciembre","A PIE","A PIE","02. Nor Oriental","581","URBANA"
"2016","ARMA DE FUEGO","LA JUVENTUD","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","22","domingo","23","SOLTERO","2016-05-22T00:00:00.000","FEMENINO","7.143994581","-73.12699873","05. mayo","PASAJERO MOTOCICLETA","A PIE","02. Nor Oriental","582","URBANA"
"2016","ARMA DE FUEGO","LA JUVENTUD","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","19","domingo","22","SOLTERO","2016-06-19T00:00:00.000","MASCULINO","7.143802961","-73.12930275","06. junio","A PIE","A PIE","02. Nor Oriental","583","URBANA"
"2016","ARMA DE FUEGO","LA JUVENTUD","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","24","viernes","39","UNION LIBRE","2016-06-24T00:00:00.000","MASCULINO","7.143804946","-73.1292987","06. junio","A PIE","A PIE","02. Nor Oriental","584","URBANA"
"2016","ARMA DE FUEGO","LA JUVENTUD","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","18","domingo","27","SOLTERO","2016-12-18T00:00:00.000","MASCULINO","7.143850866","-73.12730719","12. diciembre","A PIE","A PIE","02. Nor Oriental","585","URBANA"
"2017","ARMA DE FUEGO","LA JUVENTUD","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","10","viernes","18","SOLTERO","2017-02-10T00:00:00.000","MASCULINO","7.144388466","-73.12853027","02. febrero","A PIE","A PIE","02. Nor Oriental","586","URBANA"
"2017","ARMA DE FUEGO","LA JUVENTUD","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","16","jueves","46","DIVORCIADO","2017-02-16T00:00:00.000","MASCULINO","7.143574081","-73.12794555","02. febrero","A PIE","CONDUCTOR TAXI","02. Nor Oriental","587","URBANA"
"2013","ARMA DE FUEGO","LA PALMA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","15","martes","20","UNION LIBRE","2013-01-15T00:00:00.000","MASCULINO","7.106257766","-73.137312","01. enero","A PIE","A PIE","05. García Rovira","588","URBANA"
"2015","ARMA DE FUEGO","LA PALMA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","13","lunes","25","UNION LIBRE","2015-04-13T00:00:00.000","MASCULINO","7.104524521","-73.14005604","04. abril","PASAJERO MOTOCICLETA","A PIE","05. García Rovira","589","URBANA"
"2014","ARMA DE FUEGO","LA PEDREGOSA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","11","jueves","37","DIVORCIADO","2014-09-11T00:00:00.000","MASCULINO","7.09653204","-73.10697904","09. septiembre","PASAJERO MOTOCICLETA","A PIE","09. La Pedregosa","590","URBANA"
"2013","ARMA DE FUEGO","LA UNIVERSIDAD","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","13","miércoles","23","SOLTERO","2013-03-13T00:00:00.000","MASCULINO","7.138509941","-73.121658","03. marzo","A PIE","A PIE","03. San Francisco","591","URBANA"
"2015","ARMA DE FUEGO","LA UNIVERSIDAD","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","11","viernes","49","UNION LIBRE","2015-12-11T00:00:00.000","FEMENINO","7.136393598","-73.12421192","12. diciembre","PASAJERO MOTOCICLETA","A PIE","03. San Francisco","592","URBANA"
"2010","ARMA DE FUEGO","LAS HAMACAS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","3","martes","29","SOLTERO","2010-08-03T00:00:00.000","MASCULINO","7.160428716","-73.13834831","08. agosto","A PIE","A PIE","01. Norte","593","URBANA"
"2015","ARMA DE FUEGO","LAS HAMACAS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","19","viernes","20","SOLTERO","2015-06-19T00:00:00.000","MASCULINO","7.155049846","-73.137288","06. junio","A PIE","A PIE","01. Norte","594","URBANA"
"2017","ARMA DE FUEGO","LAS HAMACAS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","3","martes","35","UNION LIBRE","2017-10-03T00:00:00.000","MASCULINO","7.159221462","-73.13727371","10. octubre","A PIE","A PIE","01. Norte","595","URBANA"
"2011","ARMA DE FUEGO","LIMONCITO","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","18","lunes","16","SOLTERO","2011-04-18T00:00:00.000","MASCULINO","7.178878699","-73.13273061","04. abril","A PIE","A PIE","14. Morrorico","596","URBANA"
"2016","ARMA DE FUEGO","LIMONCITO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","19","lunes","24","SOLTERO","2016-09-19T00:00:00.000","MASCULINO","7.132497247","-73.10181547","09. septiembre","A PIE","A PIE","14. Morrorico","597","URBANA"
"2012","ARMA DE FUEGO","LIZCANO I","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","28","domingo","27","UNION LIBRE","2012-10-28T00:00:00.000","MASCULINO","7.154453709","-73.1271248","10. octubre","A PIE","A PIE","01. Norte","598","URBANA"
"2011","ARMA DE FUEGO","LOS ANGELES","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","25","domingo","37","UNION LIBRE","2011-12-25T00:00:00.000","MASCULINO","7.187455129","-73.1317269","12. diciembre","A PIE","A PIE","02. Nor Oriental","599","URBANA"
"2014","ARMA DE FUEGO","LOS CANELOS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","7","domingo","30","SOLTERO","2014-09-07T00:00:00.000","MASCULINO","7.098975439","-73.12292209","09. septiembre","A PIE","A PIE","08. Sur Occidente","600","URBANA"
"2015","ARMA DE FUEGO","LOS PINOS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","28","lunes","18","SOLTERO","2015-09-28T00:00:00.000","MASCULINO","7.133170594","-73.1125899","09. septiembre","A PIE","A PIE","13. Oriental","601","URBANA"
"2010","ARMA DE FUEGO","MARIA PAZ","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","23","jueves","35","CASADO","2010-09-23T00:00:00.000","FEMENINO","7.154832987","-73.136127","09. septiembre","A PIE","A PIE","01. Norte","602","URBANA"
"2012","ARMA DE FUEGO","MARIA PAZ","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","20","viernes","43","CASADO","2012-04-20T00:00:00.000","MASCULINO","7.154832987","-73.136127","04. abril","A PIE","A PIE","01. Norte","603","URBANA"
"2014","ARMA DE FUEGO","MARIA PAZ","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","13","domingo","19","SOLTERO","2014-07-13T00:00:00.000","MASCULINO","7.149091527","-73.13990584","07. julio","A PIE","A PIE","01. Norte","604","URBANA"
"2011","ARMA DE FUEGO","MEJORAS PUBLICAS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","7","domingo","52","SOLTERO","2011-08-07T00:00:00.000","MASCULINO","7.128892308","-73.11225943","08. agosto","A PIE","CONDUCTOR MOTOCICLETA","13. Oriental","605","URBANA"
"2016","ARMA DE FUEGO","MEJORAS PUBLICAS","Lesiones fatales","FEMINICIDIO","05. Adultez","ARTÍCULO 104A. FEMINICIDIO","10","viernes","57","CASADO","2016-06-10T00:00:00.000","FEMENINO","7.123027699","-73.11307002","06. junio","A PIE","A PIE","13. Oriental","606","URBANA"
"2013","ARMA DE FUEGO","MILAGRO DE DIOS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","22","domingo","41","CASADO","2013-12-22T00:00:00.000","MASCULINO","7.121843121","-73.139995","12. diciembre","A PIE","A PIE","05. García Rovira","607","URBANA"
"2011","ARMA DE FUEGO","MIRADOR","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","1","sábado","22","UNION LIBRE","2011-01-01T00:00:00.000","MASCULINO","7.153465875","-73.12532179","01. enero","A PIE","A PIE","01. Norte","608","URBANA"
"2010","ARMA DE FUEGO","MIRADOR DEL NORTE","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","18","domingo","26","SOLTERO","2010-04-18T00:00:00.000","MASCULINO","7.170570411","-73.13325096","04. abril","A PIE","A PIE","02. Nor Oriental","609","URBANA"
"2011","ARMA DE FUEGO","MIRADOR DEL NORTE","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","22","sábado","15","SOLTERO","2011-10-22T00:00:00.000","MASCULINO","7.170570411","-73.13325096","10. octubre","A PIE","A PIE","02. Nor Oriental","610","URBANA"
"2016","ARMA DE FUEGO","MIRADOR DEL NORTE","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","5","domingo","46","UNION LIBRE","2016-06-05T00:00:00.000","MASCULINO","7.151143008","-73.1245606","06. junio","A PIE","A PIE","02. Nor Oriental","611","URBANA"
"2010","ARMA DE FUEGO","MIRAFLORES","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","28","domingo","32","UNION LIBRE","2010-03-28T00:00:00.000","MASCULINO","7.135844768","-73.106386","03. marzo","A PIE","A PIE","14. Morrorico","612","URBANA"
"2010","ARMA DE FUEGO","MIRAFLORES","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","21","sábado","23","SOLTERO","2010-08-21T00:00:00.000","MASCULINO","7.135844768","-73.106386","08. agosto","A PIE","A PIE","14. Morrorico","613","URBANA"
"2011","ARMA DE FUEGO","MIRAFLORES","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","11","sábado","42","SOLTERO","2011-06-11T00:00:00.000","MASCULINO","7.135844768","-73.106386","06. junio","A PIE","A PIE","14. Morrorico","614","URBANA"
"2011","ARMA DE FUEGO","MIRAFLORES","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","30","viernes","33","UNION LIBRE","2011-09-30T00:00:00.000","MASCULINO","7.135844768","-73.106386","09. septiembre","A PIE","A PIE","14. Morrorico","615","URBANA"
"2011","ARMA DE FUEGO","MIRAFLORES","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","25","martes","19","SOLTERO","2011-10-25T00:00:00.000","MASCULINO","7.135844768","-73.106386","10. octubre","A PIE","A PIE","14. Morrorico","616","URBANA"
"2012","ARMA DE FUEGO","MIRAFLORES","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","4","domingo","16","SOLTERO","2012-03-04T00:00:00.000","MASCULINO","7.129931479","-73.098373","03. marzo","A PIE","A PIE","14. Morrorico","617","URBANA"
"2013","ARMA DE FUEGO","MIRAFLORES","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","5","martes","17","SOLTERO","2013-02-05T00:00:00.000","MASCULINO","7.129931479","-73.098373","02. febrero","A PIE","A PIE","14. Morrorico","618","URBANA"
"2015","ARMA DE FUEGO","MIRAFLORES","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","19","martes","22","UNION LIBRE","2015-05-19T00:00:00.000","MASCULINO","7.132145935","-73.10325077","05. mayo","A PIE","A PIE","14. Morrorico","619","URBANA"
"2016","ARMA DE FUEGO","MIRAFLORES","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","23","martes","18","UNION LIBRE","2016-02-23T00:00:00.000","MASCULINO","7.133907815","-73.10559202","02. febrero","A PIE","A PIE","14. Morrorico","620","URBANA"
"2016","ARMA DE FUEGO","MIRAFLORES","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","20","sábado","35","SOLTERO","2016-08-20T00:00:00.000","MASCULINO","7.132260378","-73.10421873","08. agosto","A PIE","A PIE","14. Morrorico","621","URBANA"
"2017","ARMA DE FUEGO","MIRAFLORES","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","14","domingo","29","UNION LIBRE","2017-05-14T00:00:00.000","MASCULINO","7.130985539","-73.10303319","05. mayo","A PIE","A PIE","14. Morrorico","622","URBANA"
"2017","ARMA DE FUEGO","MIRAFLORES","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","5","lunes","33","UNION LIBRE","2017-06-05T00:00:00.000","MASCULINO","7.132534507","-73.10344625","06. junio","A PIE","A PIE","14. Morrorico","623","URBANA"
"2015","ARMA DE FUEGO","MONEQUEZ","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","30","domingo","31","SOLTERO","2015-08-30T00:00:00.000","MASCULINO","7.145415759","-73.13849736","08. agosto","PASAJERO TAXI","A PIE","01. Norte","624","URBANA"
"2011","ARMA DE FUEGO","MORRORICO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","19","miércoles","21","SOLTERO","2011-01-19T00:00:00.000","MASCULINO","7.146484598","-73.12229626","01. enero","A PIE","A PIE","14. Morrorico","625","URBANA"
"2012","ARMA DE FUEGO","MORRORICO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","24","sábado","57","UNION LIBRE","2012-03-24T00:00:00.000","MASCULINO","7.135844768","-73.106386","03. marzo","A PIE","A PIE","14. Morrorico","626","URBANA"
"2012","ARMA DE FUEGO","MORRORICO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","8","domingo","23","SOLTERO","2012-07-08T00:00:00.000","MASCULINO","7.135844768","-73.106386","07. julio","A PIE","A PIE","14. Morrorico","627","URBANA"
"2013","ARMA DE FUEGO","MORRORICO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","8","martes","19","SOLTERO","2013-01-08T00:00:00.000","MASCULINO","7.135844768","-73.106386","01. enero","A PIE","A PIE","14. Morrorico","628","URBANA"
"2015","ARMA DE FUEGO","MORRORICO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","15","domingo","54","CASADO","2015-02-15T00:00:00.000","MASCULINO","7.134152668","-73.1074833","02. febrero","A PIE","A PIE","14. Morrorico","629","URBANA"
"2015","ARMA DE FUEGO","MUTIS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","15","jueves","28","UNION LIBRE","2015-10-15T00:00:00.000","MASCULINO","7.102400547","-73.13103546","10. octubre","A PIE","A PIE","17. Mutis","630","URBANA"
